Timestamp,Alpha,Beta,Theta,Delta
1700212209.6747284,-0.3571151770836341,-0.5728479818834425,-0.16422094660132017,0.5312169166033109
1700212210.6785069,0.03886775808265301,-0.1625480230058275,0.200454348047567,0.8031694208596626
1700212211.6844368,0.07926002895448166,-0.01593514487804187,0.17688934495150688,0.7713015801476448
1700212212.6891267,0.050807756209036145,0.10506930782607933,0.32341450749138756,0.6422304455191933
1700212213.6929524,0.039889025012139534,0.3410680145507786,0.6965779775160799,0.5803715795448658
1700212214.6954925,-0.041452479761742114,0.3751593222383413,0.7322720000537976,0.809131479955661
1700212215.70022,-0.17801268420967709,0.2701229040403668,0.45371008080997266,0.8909637945177766
1700212216.7049975,0.043910324885972005,0.27396885605951915,0.13978185943235336,0.8220109782528888
1700212217.709262,0.1638360817792193,0.2706548537852865,0.3072911901006276,0.7478048522709423
1700212218.7123,0.11105317192615659,0.09575409706569883,0.44156200184937633,0.8936154002220418
1700212219.7182267,0.20827751346809698,-0.025408636110227572,0.581651046290158,0.7742259058292038
1700212220.7212315,0.16439743060820372,-0.06653251530722715,0.5858906072399526,0.6539920709461164
1700212221.7261775,-0.023304816983270252,-0.0756262543234954,0.32153181479739246,0.451411940552495
1700212222.730176,0.09674164596476702,0.008836991437689257,0.016976052247054008,0.3606220120088029
1700212223.7343378,0.3089928856379371,0.16620899180361814,0.41749777481939343,1.0133062180754977
1700212224.7384331,0.5498579093466909,0.39424562402532826,0.8607088467242654,1.195747802041059
1700212225.7415583,0.5150153027537768,0.3961413330664403,0.9282990424855848,1.2786590150494361
1700212226.7461174,0.21997491379133796,0.34210599487805,0.6766431782722679,1.2625568314888727
1700212227.7505713,0.177666359380025,0.31993401924351456,0.24473182931707885,1.1107689948579784
1700212228.7543688,0.06117892837376324,0.3237639488578714,0.25484655420140184,0.9709748707779647
1700212229.7582507,0.08491514302621506,0.2814682075129,0.08593781689216436,0.6415967981797697
1700212230.762742,0.06471504410579566,0.1974226946569205,0.10882254517960516,0.34551679107876054
1700212231.7673368,0.17227950535678657,0.18481183300211992,0.19065172984433326,-0.10469149975155252
1700212232.770544,0.0938461323676557,0.22903711228318155,0.15747977292213733,0.16649897022026913
1700212233.7754138,-0.18512251224048415,0.41685655506347624,0.08444618705149722,0.09665290052643166
1700212234.779433,-0.15845114820473583,0.46813864011058676,0.04652617555899287,-0.12141332610796687
1700212235.7839675,-0.18210423805191375,0.38777835329938776,-0.009896906249148879,0.03587955665884495
1700212236.787751,-0.2267453887360893,0.28508981361730923,-0.1019213950153408,0.06384013739874966
1700212237.7927437,-0.1986518096558115,0.2874231199874504,0.045268136873699426,0.08474025862268031
1700212238.7967043,-0.19408279176153911,0.26837235509980606,0.10990658766541955,-0.05841073851850948
1700212239.8008142,-0.01914492869084427,0.3184562271734487,0.011472657822685247,-0.2632428858245657
1700212240.8048394,0.05946160013348813,0.33479255746360553,0.05225474339928149,0.025586303258200584
1700212241.8078842,-0.14044744610431403,0.30259012223226606,0.13869679693190304,0.07339539317614642
1700212242.8120255,-0.19157754830882345,0.21523773146563155,0.030360216215046303,0.024808268087398975
1700212243.816096,-0.03224734660345078,0.205240461692839,-0.2313017849331626,0.027369723956262037
1700212244.8206868,0.008610454775882247,0.23940977582334924,-0.29837694915940594,0.005262248133763307
1700212245.8250911,-0.09694323976328285,0.23157542057552197,-0.1748874054250612,-0.25700016050444124
1700212246.8293307,-0.0968775097577119,0.24256707799838523,-0.039312650472646544,-0.061953696030062434
1700212247.8334885,-0.1861258315939709,0.2856102183657218,-0.15200485562660246,-0.2685405716562289
1700212248.8372157,-0.33056989520928587,0.30948506276423365,-0.12173946754649574,-0.16090548018702008
1700212249.8411324,-0.5747381893098542,0.2976304601777263,-0.11263721845282679,-0.27405951233772485
1700212250.8450568,-0.36987305485310096,0.21147340051450886,-0.02621864278270734,-0.3958870029075241
1700212251.849166,-0.26138361165903373,0.194580408849309,0.0014705882885073785,-0.2159005840922799
1700212252.8530486,-0.4075927747394879,0.25508613885349934,0.004607011952710158,0.016459410317958164
1700212253.8573055,-0.4375618693434517,0.2343823066258359,-0.22716131455914182,0.13540802094784413
1700212254.8614,-0.4095223032321689,0.1773370315233566,-0.28789099080312813,0.25997339979778267
1700212255.865754,-0.3903114581307909,0.22101337544291288,-0.09844473339520789,0.11947430244636954
1700212256.8696008,-0.21094222249829925,0.321609125673823,0.019147883281009307,-0.06757417800426471
1700212257.8738582,-0.21201299221619405,0.3498151470044144,-0.1418308870927434,-0.16854671985371347
1700212258.8775656,-0.19629218168149312,0.32215356442561793,-0.35164259767930317,-0.009008224865006296
1700212259.8816059,-0.04939786913804867,0.2766276245762691,-0.3356711568505464,0.08975487524047682
1700212260.8857405,-0.02194757420096178,0.24918137069238624,-0.1693197439499367,0.1700544050190671
1700212261.8906548,-0.14390963884593405,0.20862339007920597,-0.20220224185783908,-0.04835533864677767
1700212262.895192,-0.0420913543382834,0.3394588171283075,-0.24128578381522384,-0.2879399993940177
1700212263.899532,-0.04989822921541322,0.36193674033773937,-0.07868369742943043,-0.14245379114627646
1700212264.903916,-0.12907302411397054,0.25097058497987634,0.03237226067893777,-0.13610506538445694
1700212265.9086423,-0.13526427672565738,0.2129694997070338,0.01531378508877234,-0.09940722961110719
1700212266.9128556,-0.14006656675665702,0.18501751574605957,-0.23171716779436508,-0.22257538033403337
1700212267.9169734,-0.27088885824566783,0.15850104161805567,-0.47138096263544466,-0.12290438850105845
1700212268.920726,0.07557675758311169,0.09321467266363745,-0.16479671249893946,0.06302030598559107
1700212269.92513,0.20513660033209632,0.07157451161940319,-0.026747573758137234,-0.041021908695274785
1700212270.929054,0.04781831888762888,0.04969426074431906,-0.16158940787712045,0.059113199621626845
1700212271.934196,-0.32691792860877283,0.09619588105316106,-0.17063719933740443,-0.20153546648802564
1700212272.9380574,-0.45002844694614624,0.18427109575972872,-0.13431946557463437,-0.1762393578145578
1700212273.9429574,-0.3041445852655361,0.24955186092069112,-0.23642373796542562,-0.11134697825066187
1700212274.9464605,-0.3672215776459024,0.2831388686874034,-0.40530636817243837,0.08842701366395013
1700212275.950487,-0.28943727126532637,0.2536649428056223,-0.3469554453074471,0.13907618210603556
1700212276.954489,-0.058967710831952805,0.18990420650706905,-0.3842401368727725,0.19816365068876104
1700212277.9581268,0.0011327238331995762,0.18879255994516023,-0.48854863334891047,0.07917845162260313
1700212278.9621277,-0.16435098596252548,0.3053317453584565,-0.708193268963078,-0.1435082841519006
1700212279.9667585,-0.2558037966545193,0.3246433591546844,-0.5761626318833332,-0.3829250151938659
1700212280.980264,-0.21853428320131427,0.2407707666439435,-0.28973188034385744,-0.462237505122642
1700212281.9854813,-0.14772281832419307,0.19980674895870962,-0.16409007160397474,-0.11295693215474654
1700212282.9902632,-0.12632617313621225,0.1993932922149083,-0.2214229760610452,-0.05678698563320456
1700212283.9945412,-0.08445124645852817,0.25244776257418944,-0.008599324968110004,-0.03010688177908481
