Timestamp,Alpha,Beta,Theta,Delta
1700947719.2942197,0.1293363987171746,-0.20931908135081534,0.3696274240788009,0.9556311147025537
1700947719.4883723,0.5227985973644249,0.1487870538028016,0.7514245165772011,1.1388490880882822
1700947719.6694667,0.5462799260538612,0.16669945052298943,0.7503297028346729,1.3415856560887163
1700947719.8625994,0.2869446374218518,-0.08592140506568288,0.47536860296387345,1.3668607473927692
1700947720.0885277,0.13837889177505522,-0.11876781067084043,0.3304231333142214,1.2302076148226069
1700947720.2833047,0.12445226349552845,-0.07006017796584126,0.15724887821787592,1.2449587240402542
1700947720.4636095,0.0461773700993304,-0.15656743468338988,0.1469098787457681,1.137504476151336
1700947720.6594238,-0.004276017898511091,-0.24371571742334605,0.1594716329437808,1.0874852756798858
1700947720.8980286,0.14807908831534783,-0.27743224314697107,0.06871824412281434,1.142364814105118
1700947721.0790727,0.11975192471767969,-0.1923330629392006,0.13016903242827352,1.007351662664719
1700947721.258177,0.007382717128319267,-0.1108021282969774,0.15061956109853247,0.8961448793005365
1700947721.4543734,0.20224228525950988,0.05401995529695616,0.2452779889478374,1.001503531419943
1700947721.6789558,0.27364756949510066,0.08899370471213354,0.2491695071145891,0.9019221232050937
1700947721.8728664,0.045783769036719504,-0.004315394039195417,-0.01876666374947179,0.4799248117840829
1700947722.0542035,-0.05692209779106515,-0.08379841815941076,-0.20697536403950137,0.4735272088048282
1700947722.2633088,0.030731922451524247,-0.13152351191056386,-0.08400708799546447,0.5348579198458022
1700947722.4874501,-0.0704849608173364,-0.2784236544877816,0.03104404978343394,0.388274539719676
1700947722.668702,-0.07483712558911867,-0.4333387524982342,0.1577798322518424,0.4966522598959678
1700947722.8784735,0.11118433268690045,-0.2448506377092448,0.06676568047611416,0.3163360095503413
1700947723.0591586,0.06290836441554286,-0.09762582298819568,-0.018998241437302922,0.2349067615384409
1700947723.297962,0.010957735827411911,-0.02098879451808691,-0.015091963470599457,0.12530592948267252
1700947723.4641747,0.08730147678263654,-0.024036278149851684,-0.14228932468699138,-0.14309608672511184
1700947723.6594653,0.19672615387603007,-0.0974871770559169,-0.10632139769099443,0.07371133631596878
1700947723.838812,0.09802586446373779,-0.11171041658918476,0.15918416011984984,0.16490421518169712
1700947724.0788107,-0.20566975911089108,-0.0886585391504172,0.22917890409714373,0.23429153009755485
1700947724.2584295,-0.10762358924911174,-0.12291094166622349,0.09405231660322874,0.24144402008639487
1700947724.4532738,0.05470442152017828,-0.0882712682202773,0.031058750994438878,0.04154336834496026
1700947724.6343684,0.14936409984867385,-0.053827159053496956,0.020048661197701174,-0.11042199660930764
1700947724.8729901,0.036789671598551565,-0.03474873192034949,0.0754159007296806,-0.020360050106553628
1700947725.0528235,-0.03994676245859478,0.05638400223483781,0.11081541551165071,0.10621845064442807
1700947725.2484083,-0.047482117305044334,0.054757253256907674,-0.005104071031891932,0.14178786243923602
1700947725.4297678,-0.06763818524509109,0.01946803689076166,-0.15362078646874325,0.03988521133694852
1700947725.6685755,-0.022962875092821945,-0.03621551770674431,0.02302941057743469,-0.2054370616223235
1700947725.863062,0.00942234447793207,-0.041788543596990024,0.18247406477419145,-0.14129450247116584
1700947726.0590382,-0.04095934448866943,0.022661864479252142,0.12118320299762693,0.014830313089266297
1700947726.2382495,-0.23189052462970772,0.024585239709349997,0.08517345646760995,0.23124945670223687
1700947726.4634151,0.11543446668207763,0.005145016429781165,0.49017827749923626,0.625791011112467
1700947726.6588614,0.27735801120535364,-0.028430505769349208,0.5743244068483986,0.7850675921572737
1700947726.838729,0.18579458786155512,-0.06009985238773126,0.3548235627766812,0.6628187662976353
1700947727.034327,0.013788230238491284,-0.06971529277578767,0.06548065072014853,0.5553653128093721
1700947727.2588043,-0.16148663842617275,0.022800713204065865,-0.062123645256997574,0.28966353785541127
1700947727.454373,-0.06833650403195136,0.1536044861540595,-0.2649039997491138,0.1325239871257017
1700947727.633571,-0.09384718508128459,0.10266983159009932,-0.22755207438823577,-0.19419016216591062
1700947727.828586,-0.15714841833877657,-0.09180805072908853,-0.1384249798620649,-0.06392772751996968
1700947728.0530615,-0.18794218009821717,-0.14277594821078232,0.07100027926565691,0.13920551073694182
1700947728.248801,-0.25541183366652365,-0.11400261353366788,0.00849145974332324,0.2628065529769934
1700947728.4288058,-0.07700328964481762,-0.11971323838936279,0.3045370934470413,0.45442928227614127
1700947728.6393554,0.14059114146847076,-0.11909553187090707,0.3758155046608003,0.3887961308547646
1700947728.862351,0.14743395441867493,0.014100759892150505,0.08965133684702513,-0.054714777330624305
1700947729.0432348,-0.03911284438082905,0.038020241986132214,-0.33705022403426,-0.23543896626808236
1700947729.2397432,-0.09265983317624965,-0.04574362235761999,-0.49131148084075704,-0.1080386057266645
1700947729.4189668,0.07969527173344655,-0.12998313652012725,-0.17861657747643253,-0.13013055180025146
1700947729.6576965,0.00535836838265446,-0.17042859741905972,0.04112264868551081,-0.17187030382066573
1700947729.8381596,-0.26926457551654465,-0.1953270494792093,0.12459172003056587,-0.11852100128424939
